IMEI 1,Product Model,Color,Distributor,Verification Time
864463068372031,OPPO A77s (8+128GB),Sunset Orange,Noor Communication ! GREATER NOIDA,2023-03-05 10:48:39
862047067622033,OPPO A17 (4+64GB),Lake Blue,Noor Communication ! GREATER NOIDA,2023-03-05 10:49:00
860489069197998,OPPO F21s Pro (8+128GB),Dawnlight Gold,KANIKA COMMUNICATION (HABIBPUR) ! GREATER NOIDA,2023-03-05 11:03:47
866102052646079,OPPO A55 (4+128GB),Rainbow Blue,SHREE BALAJI MOBILE CENTER (KASNA) ! GREATER NOIDA,2023-03-05 11:13:11
864904061538953,OPPO F21s Pro 5G (8+128GB),Dawnlight Gold,V.K Mobile Point (HALDONI) ! GREATER NOIDA,2023-03-05 11:43:43
867443062256056,OPPO A77 (4+128GB),Sky Blue,Noor Communication ! GREATER NOIDA,2023-03-05 11:49:20
862498069784893,OPPO A17 (4+64GB),Midnight Black,SHREE BALAJI MOBILE CENTER (KASNA) ! GREATER NOIDA,2023-03-05 11:53:41
866194066979018,OPPO A78 5G (8+128GB),Glowing Blue,SHREE BALAJI COMMUNICATION (SURAJPUR) ! GREATER NOIDA,2023-03-05 11:55:29
862498069374679,OPPO A17 (4+64GB),Midnight Black,KGAD MOBIWORLD ! GREATER NOIDA,2023-03-05 12:05:00
862611062216537,OPPO A17 (4+64GB),Lake Blue,KGAD MOBIWORLD ! GREATER NOIDA,2023-03-05 12:05:18
864397066290219,OPPO A57 (4+64GB),Glowing Green,KGAD MOBIWORLD ! GREATER NOIDA,2023-03-05 12:06:16
866194068453632,OPPO A78 5G (8+128GB),Glowing Blue,KRISHNA TELECOM (GN) ! GREATER NOIDA,2023-03-05 12:08:09
862611061908191,OPPO A17 (4+64GB),Lake Blue,SHREE BALAJI COMMUNICATION (SURAJPUR) ! GREATER NOIDA,2023-03-05 12:11:26
864397063957992,OPPO A57 (4+64GB),Gold,KASHISH COMMUNICATION ! GREATER NOIDA,2023-03-05 12:16:10
864397065990553,OPPO A57 (4+64GB),Glowing Black,Noor Communication ! GREATER NOIDA,2023-03-05 12:37:22
864397065082773,OPPO A57 (4+64GB),Glowing Green,NEW RADHEY ELECTRONICS & MOBILE CENTER ! GREATER NOIDA,2023-03-05 12:42:22
864397065078334,OPPO A57 (4+64GB),Glowing Green,NEW RADHEY ELECTRONICS & MOBILE CENTER ! GREATER NOIDA,2023-03-05 12:42:53
862611064306476,OPPO A17 (4+64GB),Lake Blue,S N COMMUNICATION (HALDONI) ! GREATER NOIDA,2023-03-05 12:59:15
860109068777414,OPPO A17K (3+64GB),Blue,V.K Mobile Point (HALDONI) ! GREATER NOIDA,2023-03-05 13:05:20
866206058009339,OPPO F19s (6+128GB),Glowing Gold,Royal mobile house and electronics ! GREATER NOIDA,2023-03-05 13:23:14
862611060435774,OPPO A17 (4+64GB),Midnight Black,Royal mobile house and electronics ! GREATER NOIDA,2023-03-05 13:23:31
862498068842775,OPPO A17 (4+64GB),Sunlight Orange,Royal mobile house and electronics ! GREATER NOIDA,2023-03-05 13:23:47
862498068803173,OPPO A17 (4+64GB),Sunlight Orange,Royal mobile house and electronics ! GREATER NOIDA,2023-03-05 13:24:04
866194067394415,OPPO A78 5G (8+128GB),Glowing Blue,S N COMMUNICATION (HALDONI) ! GREATER NOIDA,2023-03-05 13:49:46
867443061344275,OPPO A77 (4+128GB),Sunset Orange,Shyam Lal & Sons ! GREATER NOIDA,2023-03-05 13:55:04
866875066743632,OPPO F21s Pro 5G (8+128GB),Dawnlight Gold,SANCHAR BHAWAN (GREATER NOIDA) ! GREATER NOIDA,2023-03-05 14:35:27
860109065839258,OPPO A17K (3+64GB),Navy Blue,Shyam Lal & Sons ! GREATER NOIDA,2023-03-05 14:50:41
866194066726377,OPPO A78 5G (8+128GB),Glowing Blue,SHIV SHAKTI ELECTRONICS ! GREATER NOIDA,2023-03-05 15:08:15
862498068837551,OPPO A17 (4+64GB),Sunlight Orange,S N COMMUNICATION (HALDONI) ! GREATER NOIDA,2023-03-05 15:39:03
866102052415095,OPPO A55 (4+128GB),Starry Black,I Store ! GREATER NOIDA,2023-03-05 17:07:36
866102052645493,OPPO A55 (4+128GB),Rainbow Blue,SHREE BALAJI MOBILE CENTER (KASNA) ! GREATER NOIDA,2023-03-05 17:30:57
867443063085454,OPPO A77 (4+128GB),Sky Blue,JAGDAMBA MOBILE HUB (JAGAT FARM) ! GREATER NOIDA,2023-03-05 18:10:32
863534060542697,OPPO F21s Pro (8+128GB),Starlight Black,I Store ! GREATER NOIDA,2023-03-05 18:28:02
866194068268279,OPPO A78 5G (8+128GB),Glowing Black,Shyam Lal & Sons ! GREATER NOIDA,2023-03-05 18:39:20
867443063084911,OPPO A77 (4+128GB),Sky Blue,S N COMMUNICATION (HALDONI) ! GREATER NOIDA,2023-03-05 18:40:31
864463068448310,OPPO A77s (8+128GB),Sunset Orange,S N COMMUNICATION (HALDONI) ! GREATER NOIDA,2023-03-05 18:41:04
866768069752033,OPPO A77 (4+128GB),Sunset Orange,KGAD MOBIWORLD ! GREATER NOIDA,2023-03-05 18:49:15
863461060590411,OPPO A77s (8+128GB),Starry Black,Noor Communication ! GREATER NOIDA,2023-03-05 18:53:30
860150064164017,OPPO A17K (3+64GB),Gold,SHREE BALAJI MOBILE CENTER (KASNA) ! GREATER NOIDA,2023-03-05 19:09:54
866875069068938,OPPO F21s Pro 5G (8+128GB),Starlight Black,Noor Communication ! GREATER NOIDA,2023-03-05 19:19:07
867426063931876,OPPO Reno8 T 5G (8+128GB),Midnight Black,I Store ! GREATER NOIDA,2023-03-05 19:30:52
862888052193351,OPPO F21 Pro 5G (8+128GB),Cosmic Black,KGAD MOBIWORLD ! GREATER NOIDA,2023-03-05 19:39:15
864904060213756,OPPO F21s Pro 5G (8+128GB),Dawnlight Gold,Noor Communication ! GREATER NOIDA,2023-03-05 20:06:28
860109064338831,OPPO A17K (3+64GB),Navy Blue,KGAD MOBIWORLD ! GREATER NOIDA,2023-03-05 20:12:51
860109066721257,OPPO A17K (3+64GB),Blue,KGAD MOBIWORLD ! GREATER NOIDA,2023-03-05 20:13:29
866194068451453,OPPO A78 5G (8+128GB),Glowing Blue,KGAD MOBIWORLD ! GREATER NOIDA,2023-03-05 20:14:03
867443062255579,OPPO A77 (4+128GB),Sky Blue,KGAD MOBIWORLD ! GREATER NOIDA,2023-03-05 20:14:40
867426065039579,OPPO Reno8 T 5G (8+128GB),Sunrise Gold,KGAD MOBIWORLD ! GREATER NOIDA,2023-03-05 20:15:21
866102052574099,OPPO A55 (4+128GB),Rainbow Blue,Noor Communication ! GREATER NOIDA,2023-03-05 20:42:16
862611063947437,OPPO A17 (4+64GB),Midnight Black,I Store ! GREATER NOIDA,2023-03-05 20:47:17
864397065638277,OPPO A57 (4+64GB),Glowing Green,BALAJI MOBILE & ELECTRONICS (DADRI) ! GREATER NOIDA,2023-03-05 20:58:25
864397061201591,OPPO A57 (4+64GB),Gold,Anuska mobile center 2 ! GREATER NOIDA,2023-03-05 20:58:57
864397064268290,OPPO A57 (4+64GB),Gold,Balaji Traders/Greater Noida ! GREATER NOIDA,2023-03-05 21:05:03
866194067924211,OPPO A78 5G (8+128GB),Glowing Blue,KASHISH COMMUNICATION ! GREATER NOIDA,2023-03-05 21:06:30
864397063894013,OPPO A57 (4+64GB),Gold,Balaji Traders/Greater Noida ! GREATER NOIDA,2023-03-05 21:06:44
862498064742771,OPPO A17 (4+64GB),Lake Blue,KASHISH COMMUNICATION ! GREATER NOIDA,2023-03-05 21:07:13
864397065099553,OPPO A57 (4+64GB),Glowing Green,Balaji Traders/Greater Noida ! GREATER NOIDA,2023-03-05 21:07:14
862611061374576,OPPO A17 (4+64GB),Midnight Black,Royal mobile house and electronics ! GREATER NOIDA,2023-03-05 21:12:37
862498069782756,OPPO A17 (4+64GB),Midnight Black,PRIYANKA MOBILE WORLD (HALDONI) ! GREATER NOIDA,2023-03-05 21:12:42
862611061377710,OPPO A17 (4+64GB),Lake Blue,Royal mobile house and electronics ! GREATER NOIDA,2023-03-05 21:12:55
864397065480878,OPPO A57 (4+64GB),Gold,Royal mobile house and electronics ! GREATER NOIDA,2023-03-05 21:13:08
866102051980495,OPPO A55 (4+128GB),Mint Green,Royal mobile house and electronics ! GREATER NOIDA,2023-03-05 21:13:23
866102052608731,OPPO A55 (4+128GB),Rainbow Blue,Royal mobile house and electronics ! GREATER NOIDA,2023-03-05 21:13:36
862611060428977,OPPO A17 (4+64GB),Midnight Black,AMBE SOFTWARE & HARDWARE REP CENTRE (DADRI) ! GREATER NOIDA,2023-03-05 21:14:31
867443062818632,OPPO A77 (4+128GB),Sky Blue,Shyam Lal & Sons ! GREATER NOIDA,2023-03-05 21:14:39
863534060370511,OPPO F21s Pro (8+128GB),Starlight Black,AMBE SOFTWARE & HARDWARE REP CENTRE (DADRI) ! GREATER NOIDA,2023-03-05 21:14:47
866194068453459,OPPO A78 5G (8+128GB),Glowing Blue,AMBE SOFTWARE & HARDWARE REP CENTRE (DADRI) ! GREATER NOIDA,2023-03-05 21:15:03
863534060062159,OPPO F21s Pro (8+128GB),Dawnlight Gold,VISHAL MOBILE HOUSE ! GREATER NOIDA,2023-03-05 21:16:09
867426064646358,OPPO Reno8 T 5G (8+128GB),Sunrise Gold,VISHAL MOBILE HOUSE ! GREATER NOIDA,2023-03-05 21:17:04
862498064727111,OPPO A17 (4+64GB),Midnight Black,ARISH MOBILE CENTER ! GREATER NOIDA,2023-03-05 21:17:13
860150062629433,OPPO A17K (3+64GB),Navy Blue,VISHAL MOBILE HOUSE ! GREATER NOIDA,2023-03-05 21:17:47
862047066909696,OPPO A17 (4+64GB),Sunlight Orange,Famous Mobile Point ! GREATER NOIDA,2023-03-05 21:18:58
862611063063334,OPPO A17 (4+64GB),Sunlight Orange,S N COMMUNICATION (HALDONI) ! GREATER NOIDA,2023-03-05 21:19:00
862498069391251,OPPO A17 (4+64GB),Midnight Black,Jai Ambey Communication ! GREATER NOIDA,2023-03-05 21:19:52
864463068823678,OPPO A77s (8+128GB),Sunset Orange,SHREE RAM MOBILE GALLERY ! GREATER NOIDA,2023-03-05 21:22:44
864463068372916,OPPO A77s (8+128GB),Sunset Orange,NEW RADHEY ELECTRONICS & MOBILE CENTER ! GREATER NOIDA,2023-03-05 21:23:39
866194067397830,OPPO A78 5G (8+128GB),Glowing Blue,AMBE SOFTWARE & HARDWARE REP CENTRE (DADRI) ! GREATER NOIDA,2023-03-05 21:27:10
866102052646012,OPPO A55 (4+128GB),Rainbow Blue,AMBE SOFTWARE & HARDWARE REP CENTRE (DADRI) ! GREATER NOIDA,2023-03-05 21:29:11
866102053168073,OPPO A55 (4+128GB),Mint Green,AMBE SOFTWARE & HARDWARE REP CENTRE (DADRI) ! GREATER NOIDA,2023-03-05 21:34:12
866102052173272,OPPO A55 (4+128GB),Starry Black,AMBE SOFTWARE & HARDWARE REP CENTRE (DADRI) ! GREATER NOIDA,2023-03-05 21:36:30
867443062884451,OPPO A77 (4+128GB),Sky Blue,S N COMMUNICATION (HALDONI) ! GREATER NOIDA,2023-03-05 21:37:09
864463068356638,OPPO A77s (8+128GB),Sunset Orange,Computer Wizard ! GREATER NOIDA,2023-03-05 21:58:38
864397064635530,OPPO A57 (4+64GB),Glowing Black,Computer Wizard ! GREATER NOIDA,2023-03-05 21:58:53
867426065346230,OPPO Reno8 T 5G (8+128GB),Sunrise Gold,Noble Mobile Shope ! GREATER NOIDA,2023-03-05 22:51:16
866102052414833,OPPO A55 (4+128GB),Starry Black,Noble Mobile Shope ! GREATER NOIDA,2023-03-05 22:52:28
863534060308172,OPPO F21s Pro (8+128GB),Dawnlight Gold,Mobile World (noida) ! GREATER NOIDA,2023-03-06 00:29:45
864397063892538,OPPO A57 (4+64GB),Gold,Mobile World (noida) ! GREATER NOIDA,2023-03-06 00:29:45
860150062793932,OPPO A17K (3+64GB),Navy Blue,S.M TRADER (KASNA) ! GREATER NOIDA,2023-03-06 09:05:02
862611061857778,OPPO A17 (4+64GB),Midnight Black,S.M TRADER (KASNA) ! GREATER NOIDA,2023-03-06 09:05:02
862611061951050,OPPO A17 (4+64GB),Lake Blue,S.M TRADER (KASNA) ! GREATER NOIDA,2023-03-06 09:05:02
864397066058871,OPPO A57 (4+64GB),Glowing Black,S.M TRADER (KASNA) ! GREATER NOIDA,2023-03-06 09:05:02
866194067645733,OPPO A78 5G (8+128GB),Glowing Blue,KANIKA COMMUNICATION (HABIBPUR) ! GREATER NOIDA,2023-03-06 10:12:35
864397066235990,OPPO A57 (4+64GB),Gold,KGAD MOBIWORLD ! GREATER NOIDA,2023-03-06 10:18:08
862611060405199,OPPO A17 (4+64GB),Midnight Black,SANCHAR BHAWAN (GREATER NOIDA) ! GREATER NOIDA,2023-03-06 11:16:47
867443062816537,OPPO A77 (4+128GB),Sky Blue,KANIKA COMMUNICATION (HABIBPUR) ! GREATER NOIDA,2023-03-06 11:17:33
866102052025050,OPPO A55 (4+128GB),Starry Black,KANIKA COMMUNICATION (HABIBPUR) ! GREATER NOIDA,2023-03-06 11:18:20
864397063799311,OPPO A57 (4+64GB),Glowing Green,KANIKA COMMUNICATION (HABIBPUR) ! GREATER NOIDA,2023-03-06 11:19:14
862611060397016,OPPO A17 (4+64GB),Midnight Black,SANCHAR BHAWAN (GREATER NOIDA) ! GREATER NOIDA,2023-03-06 12:19:59
866194068264971,OPPO A78 5G (8+128GB),Glowing Black,KRISHNA TELECOM (GN) ! GREATER NOIDA,2023-03-06 13:20:43
866768069849698,OPPO A77 (4+128GB),Sunset Orange,Anuska mobile center 2 ! GREATER NOIDA,2023-03-06 13:27:10
860150062794252,OPPO A17K (3+64GB),Navy Blue,SHREE BALAJI MOBILE CENTER (KASNA) ! GREATER NOIDA,2023-03-06 14:16:51
866102050119251,OPPO A55 (4+128GB),Starry Black,Shyam Lal & Sons ! GREATER NOIDA,2023-03-06 14:48:28
866194068453715,OPPO A78 5G (8+128GB),Glowing Blue,Balaji Traders/Greater Noida ! GREATER NOIDA,2023-03-06 15:33:32
860489068751456,OPPO F21s Pro (8+128GB),Starlight Black,Balaji Traders/Greater Noida ! GREATER NOIDA,2023-03-06 15:34:17
862498069340936,OPPO A17 (4+64GB),Midnight Black,SHIV SHAKTI ELECTRONICS ! GREATER NOIDA,2023-03-06 16:04:53
867443063079010,OPPO A77 (4+128GB),Sky Blue,Shyam Lal & Sons ! GREATER NOIDA,2023-03-06 16:08:19
866194067523237,OPPO A78 5G (8+128GB),Glowing Black,V.K Mobile Point (HALDONI) ! GREATER NOIDA,2023-03-06 16:14:39
862498068566036,OPPO A17 (4+64GB),Lake Blue,Shyam Lal & Sons ! GREATER NOIDA,2023-03-06 16:26:14
867443061552638,OPPO A77 (4+128GB),Sunset Orange,Shyam Lal & Sons ! GREATER NOIDA,2023-03-06 16:27:38
866102052574719,OPPO A55 (4+128GB),Rainbow Blue,Noor Communication ! GREATER NOIDA,2023-03-06 16:48:13
866102051981238,OPPO A55 (4+128GB),Mint Green,S N COMMUNICATION (HALDONI) ! GREATER NOIDA,2023-03-06 16:54:12
862611063063375,OPPO A17 (4+64GB),Sunlight Orange,S N COMMUNICATION (HALDONI) ! GREATER NOIDA,2023-03-06 17:19:19
867443062888296,OPPO A77 (4+128GB),Sky Blue,SANCHAR BHAWAN (GREATER NOIDA) ! GREATER NOIDA,2023-03-06 17:27:58
866194066725312,OPPO A78 5G (8+128GB),Glowing Blue,Sanjay Communication(Sec-93) ! GREATER NOIDA,2023-03-06 17:43:56
862611062212593,OPPO A17 (4+64GB),Lake Blue,S N COMMUNICATION (HALDONI) ! GREATER NOIDA,2023-03-06 18:42:07
867443061513515,OPPO A77 (4+128GB),Sunset Orange,SANCHAR BHAWAN (GREATER NOIDA) ! GREATER NOIDA,2023-03-06 18:57:34
864397064455350,OPPO A57 (4+64GB),Glowing Black,V.K Mobile Point (HALDONI) ! GREATER NOIDA,2023-03-06 19:09:04
860150065732275,OPPO A17K (3+64GB),Navy Blue,S N COMMUNICATION (HALDONI) ! GREATER NOIDA,2023-03-06 19:39:02
863461060579216,OPPO A77s (8+128GB),Starry Black,S N COMMUNICATION (HALDONI) ! GREATER NOIDA,2023-03-06 19:44:32
862611064304158,OPPO A17 (4+64GB),Lake Blue,Anuska mobile center 2 ! GREATER NOIDA,2023-03-06 19:58:43
862498068842510,OPPO A17 (4+64GB),Sunlight Orange,Noor Communication ! GREATER NOIDA,2023-03-06 20:02:00
867426065037912,OPPO Reno8 T 5G (8+128GB),Sunrise Gold,SHREE BALAJI COMMUNICATION (SURAJPUR) ! GREATER NOIDA,2023-03-06 20:06:18
866102052575294,OPPO A55 (4+128GB),Rainbow Blue,KANIKA COMMUNICATION (HABIBPUR) ! GREATER NOIDA,2023-03-06 20:33:34
863461061090478,OPPO A77s (8+128GB),Starry Black,BRS ELECTRONICS (KASNA) ! GREATER NOIDA,2023-03-06 20:41:57
864463068448856,OPPO A77s (8+128GB),Sunset Orange,Noor Communication ! GREATER NOIDA,2023-03-06 20:51:01
860150064259114,OPPO A17K (3+64GB),Gold,BALAJI MOBILE & ELECTRONICS (DADRI) ! GREATER NOIDA,2023-03-06 21:04:10
860150065735054,OPPO A17K (3+64GB),Navy Blue,BALAJI MOBILE & ELECTRONICS (DADRI) ! GREATER NOIDA,2023-03-06 21:04:44
867443062880814,OPPO A77 (4+128GB),Sky Blue,S N COMMUNICATION (HALDONI) ! GREATER NOIDA,2023-03-06 21:13:30
867443062887892,OPPO A77 (4+128GB),Sky Blue,S N COMMUNICATION (HALDONI) ! GREATER NOIDA,2023-03-06 21:14:06
866194068261399,OPPO A78 5G (8+128GB),Glowing Black,Jai Ambey Communication ! GREATER NOIDA,2023-03-06 21:18:06
866102052575252,OPPO A55 (4+128GB),Rainbow Blue,Jai Ambey Communication ! GREATER NOIDA,2023-03-06 21:18:49
867443062882851,OPPO A77 (4+128GB),Sky Blue,SHRIB SAHIB JI MOBILE SOLUTION-2 ! GREATER NOIDA,2023-03-06 21:37:14
866768068284699,OPPO A77 (4+128GB),Sunset Orange,SHRIB SAHIB JI MOBILE SOLUTION-2 ! GREATER NOIDA,2023-03-06 21:37:14
863461060591294,OPPO A77s (8+128GB),Starry Black,SHRIB SAHIB JI MOBILE SOLUTION-2 ! GREATER NOIDA,2023-03-06 21:37:14
864397064046118,OPPO A57 (4+64GB),Glowing Green,SHREE BALAJI MOBILE CENTER (KASNA) ! GREATER NOIDA,2023-03-06 21:45:10
863461060298197,OPPO A77s (8+128GB),Starry Black,NEW RADHEY ELECTRONICS & MOBILE CENTER ! GREATER NOIDA,2023-03-06 21:59:15
867443061586354,OPPO A77 (4+128GB),Sunset Orange,NEW RADHEY ELECTRONICS & MOBILE CENTER ! GREATER NOIDA,2023-03-06 22:00:07
867443063079176,OPPO A77 (4+128GB),Sky Blue,Royal mobile house and electronics ! GREATER NOIDA,2023-03-06 22:03:18
866194068453830,OPPO A78 5G (8+128GB),Glowing Blue,Royal mobile house and electronics ! GREATER NOIDA,2023-03-06 22:03:35
862611062976874,OPPO A17 (4+64GB),Lake Blue,Royal mobile house and electronics ! GREATER NOIDA,2023-03-06 22:03:52
864397065638152,OPPO A57 (4+64GB),Glowing Green,Noor Communication ! GREATER NOIDA,2023-03-06 22:10:42
866102052318711,OPPO A55 (4+128GB),Starry Black,Noor Communication ! GREATER NOIDA,2023-03-06 22:12:12
866194067646111,OPPO A78 5G (8+128GB),Glowing Blue,Noble Mobile Shope ! GREATER NOIDA,2023-03-06 22:14:11
860109068157039,OPPO A17K (3+64GB),Blue,Noble Mobile Shope ! GREATER NOIDA,2023-03-06 22:14:35
867443062815653,OPPO A77 (4+128GB),Sky Blue,Noble Mobile Shope ! GREATER NOIDA,2023-03-06 22:15:00
862498069391392,OPPO A17 (4+64GB),Midnight Black,S N COMMUNICATION (HALDONI) ! GREATER NOIDA,2023-03-06 22:16:06
862047067622918,OPPO A17 (4+64GB),Lake Blue,V.K Mobile Point (HALDONI) ! GREATER NOIDA,2023-03-06 22:26:01
867426064184590,OPPO Reno8 T 5G (8+128GB),Midnight Black,VISHAL MOBILE HOUSE ! GREATER NOIDA,2023-03-06 23:48:16
862611061204732,OPPO A17 (4+64GB),Lake Blue,Jai Ambey Communication ! GREATER NOIDA,2023-03-07 11:17:54
866194068451552,OPPO A78 5G (8+128GB),Glowing Blue,Shyam Lal & Sons ! GREATER NOIDA,2023-03-07 11:25:58
867443062818053,OPPO A77 (4+128GB),Sky Blue,Shyam Lal & Sons ! GREATER NOIDA,2023-03-07 11:36:02
864397061579798,OPPO A57 (4+64GB),Gold,V.K Mobile Point (HALDONI) ! GREATER NOIDA,2023-03-07 11:45:20
866194065827390,OPPO A78 5G (8+128GB),Glowing Blue,Noor Communication ! GREATER NOIDA,2023-03-07 11:49:19
862498069379579,OPPO A17 (4+64GB),Midnight Black,Jai Ambey Communication ! GREATER NOIDA,2023-03-07 12:16:42
864397064260917,OPPO A57 (4+64GB),Gold,Balaji Traders/Greater Noida ! GREATER NOIDA,2023-03-07 12:28:43
867426065622614,OPPO Reno8 T 5G (8+128GB),Midnight Black,BALAJI MOBILE & ELECTRONICS (DADRI) ! GREATER NOIDA,2023-03-07 13:00:59
864397064270734,OPPO A57 (4+64GB),Gold,SANCHAR BHAWAN (GREATER NOIDA) ! GREATER NOIDA,2023-03-07 13:05:14
862611063947759,OPPO A17 (4+64GB),Midnight Black,SANCHAR BHAWAN (GREATER NOIDA) ! GREATER NOIDA,2023-03-07 13:34:49
862611063946090,OPPO A17 (4+64GB),Midnight Black,I Store ! GREATER NOIDA,2023-03-07 13:39:51
867443062888718,OPPO A77 (4+128GB),Sky Blue,VISHAL MOBILE HOUSE ! GREATER NOIDA,2023-03-07 13:43:33
864397063886753,OPPO A57 (4+64GB),Gold,SANCHAR BHAWAN (GREATER NOIDA) ! GREATER NOIDA,2023-03-07 13:45:58
866102052645774,OPPO A55 (4+128GB),Rainbow Blue,JAGDAMBA MOBILE HUB (JAGAT FARM) ! GREATER NOIDA,2023-03-07 14:13:41
862611061368776,OPPO A17 (4+64GB),Lake Blue,SHREE BALAJI MOBILE CENTER (KASNA) ! GREATER NOIDA,2023-03-07 14:14:45
867443062888437,OPPO A77 (4+128GB),Sky Blue,KANIKA COMMUNICATION (HABIBPUR) ! GREATER NOIDA,2023-03-07 14:17:41
863461060347614,OPPO A77s (8+128GB),Starry Black,Noor Communication ! GREATER NOIDA,2023-03-07 14:32:09
864397064202315,OPPO A57 (4+64GB),Gold,Noor Communication ! GREATER NOIDA,2023-03-07 15:04:11
860150062863511,OPPO A17K (3+64GB),Navy Blue,Noor Communication ! GREATER NOIDA,2023-03-07 15:18:40
863461060554896,OPPO A77s (8+128GB),Starry Black,S N COMMUNICATION (HALDONI) ! GREATER NOIDA,2023-03-07 15:27:30
862498069392598,OPPO A17 (4+64GB),Midnight Black,S N COMMUNICATION (HALDONI) ! GREATER NOIDA,2023-03-07 15:27:55
862611060882835,OPPO A17 (4+64GB),Sunlight Orange,BALAJI MOBILE & ELECTRONICS (DADRI) ! GREATER NOIDA,2023-03-07 15:34:43
866102052584577,OPPO A55 (4+128GB),Rainbow Blue,I Store ! GREATER NOIDA,2023-03-07 15:39:08
867443062256478,OPPO A77 (4+128GB),Sky Blue,V.K Mobile Point (HALDONI) ! GREATER NOIDA,2023-03-07 15:39:42
866194067004113,OPPO A78 5G (8+128GB),Glowing Blue,Anuska mobile center 2 ! GREATER NOIDA,2023-03-07 16:11:09
867443062753490,OPPO A77 (4+128GB),Sunset Orange,Computer Wizard ! GREATER NOIDA,2023-03-07 16:43:22
864397066069837,OPPO A57 (4+64GB),Glowing Black,KRISHNA TELECOM (GN) ! GREATER NOIDA,2023-03-07 16:43:33
866102052827653,OPPO A55 (4+128GB),Starry Black,SHREE BALAJI MOBILE CENTER (KASNA) ! GREATER NOIDA,2023-03-07 17:03:15
864397065637618,OPPO A57 (4+64GB),Glowing Green,SHREE BALAJI MOBILE CENTER (KASNA) ! GREATER NOIDA,2023-03-07 17:09:22
867443062888031,OPPO A77 (4+128GB),Sky Blue,KANIKA COMMUNICATION (HABIBPUR) ! GREATER NOIDA,2023-03-07 17:15:04
864397065989936,OPPO A57 (4+64GB),Glowing Black,Noor Communication ! GREATER NOIDA,2023-03-07 17:18:13
864397066596110,OPPO A57 (4+64GB),Gold,NEW RADHEY ELECTRONICS & MOBILE CENTER ! GREATER NOIDA,2023-03-07 17:18:29
863534060065830,OPPO F21s Pro (8+128GB),Dawnlight Gold,Noor Communication ! GREATER NOIDA,2023-03-07 17:18:40
862498069783259,OPPO A17 (4+64GB),Midnight Black,Noor Communication ! GREATER NOIDA,2023-03-07 17:19:47
862498068220139,OPPO A17 (4+64GB),Midnight Black,BALAJI MOBILE & ELECTRONICS (DADRI) ! GREATER NOIDA,2023-03-07 17:20:57
864397064638294,OPPO A57 (4+64GB),Glowing Black,SHREE BALAJI MOBILE CENTER (KASNA) ! GREATER NOIDA,2023-03-07 17:30:15
864397065991031,OPPO A57 (4+64GB),Glowing Black,SHREE BALAJI MOBILE CENTER (KASNA) ! GREATER NOIDA,2023-03-07 17:38:49
860109066557750,OPPO A17K (3+64GB),Navy Blue,Noor Communication ! GREATER NOIDA,2023-03-07 17:44:49
866194067229470,OPPO A78 5G (8+128GB),Glowing Blue,Noor Communication ! GREATER NOIDA,2023-03-07 17:45:55
864397065481074,OPPO A57 (4+64GB),Gold,SANCHAR BHAWAN (GREATER NOIDA) ! GREATER NOIDA,2023-03-07 17:52:13
864397066445730,OPPO A57 (4+64GB),Glowing Green,Noor Communication ! GREATER NOIDA,2023-03-07 18:20:04
860150064710314,OPPO A17K (3+64GB),Blue,Anuska mobile center 2 ! GREATER NOIDA,2023-03-07 18:35:39
867426065346214,OPPO Reno8 T 5G (8+128GB),Sunrise Gold,S N COMMUNICATION (HALDONI) ! GREATER NOIDA,2023-03-07 18:36:59
860489068009210,OPPO F21s Pro (8+128GB),Starlight Black,Shyam Lal & Sons ! GREATER NOIDA,2023-03-07 18:44:14
866102053168354,OPPO A55 (4+128GB),Mint Green,AMBE SOFTWARE & HARDWARE REP CENTRE (DADRI) ! GREATER NOIDA,2023-03-07 18:54:09
860109063784373,OPPO A17K (3+64GB),Gold,Anuska mobile center 2 ! GREATER NOIDA,2023-03-07 18:56:17
864397068152359,OPPO A57 (4+64GB),Glowing Black,Noor Communication ! GREATER NOIDA,2023-03-07 19:08:13
862611061375839,OPPO A17 (4+64GB),Midnight Black,Jai Ambey Communication ! GREATER NOIDA,2023-03-07 19:13:18
866102052318570,OPPO A55 (4+128GB),Starry Black,Jai Ambey Communication ! GREATER NOIDA,2023-03-07 19:17:09
860150066075757,OPPO A17K (3+64GB),Blue,S N COMMUNICATION (HALDONI) ! GREATER NOIDA,2023-03-07 19:29:11
863534060037516,OPPO F21s Pro (8+128GB),Dawnlight Gold,TOMAR ELECTRONICS ! GREATER NOIDA,2023-03-07 19:46:13
864397064441418,OPPO A57 (4+64GB),Glowing Black,Sanjay Communication(Sec-93) ! GREATER NOIDA,2023-03-07 20:11:28
866102051981071,OPPO A55 (4+128GB),Mint Green,Sanjay Communication(Sec-93) ! GREATER NOIDA,2023-03-07 20:12:58
862498069782038,OPPO A17 (4+64GB),Midnight Black,Sanjay Communication(Sec-93) ! GREATER NOIDA,2023-03-07 20:14:05
867443063078095,OPPO A77 (4+128GB),Sky Blue,S N COMMUNICATION (HALDONI) ! GREATER NOIDA,2023-03-07 20:15:25
862611061380755,OPPO A17 (4+64GB),Lake Blue,S N COMMUNICATION (HALDONI) ! GREATER NOIDA,2023-03-07 20:15:47
867443062882398,OPPO A77 (4+128GB),Sky Blue,S N COMMUNICATION (HALDONI) ! GREATER NOIDA,2023-03-07 20:16:06
