IMEI 1,Product Model,Distributor
863534060308172,OPPO F21s Pro (8+128GB),Mobile World (noida) ! GREATER NOIDA
867426065039579,OPPO Reno8 T 5G (8+128GB),KGAD MOBIWORLD ! GREATER NOIDA
863581068966972,OPPO A57 (4+64GB),Anupam telecom ! GREATER NOIDA
864397060438590,OPPO A57 (4+64GB),PANDEY COMMUNICATION ! GREATER NOIDA
862498064742771,OPPO A17 (4+64GB),KASHISH COMMUNICATION ! GREATER NOIDA
860150064119730,OPPO A17K (3+64GB),PANDEY COMMUNICATION ! GREATER NOIDA
860489069197998,OPPO F21s Pro (8+128GB),KANIKA COMMUNICATION (HABIBPUR) ! GREATER NOIDA
866102052645493,OPPO A55 (4+128GB),SHREE BALAJI MOBILE CENTER (KASNA) ! GREATER NOIDA
864463068448310,OPPO A77s (8+128GB),S N COMMUNICATION (HALDONI) ! GREATER NOIDA
866194067924211,OPPO A78 5G (8+128GB),KASHISH COMMUNICATION ! GREATER NOIDA
861148069691850,OPPO A96 (8+128GB),PRIYANKA MOBILE WORLD (HALDONI) ! GREATER NOIDA
862047066909696,OPPO A17 (4+64GB),Famous Mobile Point ! GREATER NOIDA
864397063894013,OPPO A57 (4+64GB),Balaji Traders/Greater Noida ! GREATER NOIDA
864397064635530,OPPO A57 (4+64GB),Computer Wizard ! GREATER NOIDA
867443063084911,OPPO A77 (4+128GB),S N COMMUNICATION (HALDONI) ! GREATER NOIDA
867443063085454,OPPO A77 (4+128GB),JAGDAMBA MOBILE HUB (JAGAT FARM) ! GREATER NOIDA
862498069785957,OPPO A17 (4+64GB),Mobile World (noida) ! GREATER NOIDA
862611060405199,OPPO A17 (4+64GB),SANCHAR BHAWAN (GREATER NOIDA) ! GREATER NOIDA
866102052608731,OPPO A55 (4+128GB),Royal mobile house and electronics ! GREATER NOIDA
862611061377710,OPPO A17 (4+64GB),Royal mobile house and electronics ! GREATER NOIDA
863534060542697,OPPO F21s Pro (8+128GB),I Store ! GREATER NOIDA
866875069068938,OPPO F21s Pro 5G (8+128GB),Noor Communication ! GREATER NOIDA
864397065638277,OPPO A57 (4+64GB),BALAJI MOBILE & ELECTRONICS (DADRI) ! GREATER NOIDA
866194068268279,OPPO A78 5G (8+128GB),Shyam Lal & Sons ! GREATER NOIDA
866768069752033,OPPO A77 (4+128GB),KGAD MOBIWORLD ! GREATER NOIDA
864904060213756,OPPO F21s Pro 5G (8+128GB),Noor Communication ! GREATER NOIDA
860150064164017,OPPO A17K (3+64GB),SHREE BALAJI MOBILE CENTER (KASNA) ! GREATER NOIDA
867443062816537,OPPO A77 (4+128GB),KANIKA COMMUNICATION (HABIBPUR) ! GREATER NOIDA
860109067554319,OPPO A17K (3+64GB),Hardika Enterprises Private Limited
862611061951050,OPPO A17 (4+64GB),S.M TRADER (KASNA) ! GREATER NOIDA
864397066058871,OPPO A57 (4+64GB),S.M TRADER (KASNA) ! GREATER NOIDA
863461060590411,OPPO A77s (8+128GB),Noor Communication ! GREATER NOIDA
862611061857778,OPPO A17 (4+64GB),S.M TRADER (KASNA) ! GREATER NOIDA
862498065818257,OPPO A17 (4+64GB),Anuska mobile center 2 ! GREATER NOIDA
867443062884451,OPPO A77 (4+128GB),S N COMMUNICATION (HALDONI) ! GREATER NOIDA
867426063931876,OPPO Reno8 T 5G (8+128GB),I Store ! GREATER NOIDA
866194067398390,OPPO A78 5G (8+128GB),BRS ELECTRONICS (KASNA) ! GREATER NOIDA
862611063947437,OPPO A17 (4+64GB),I Store ! GREATER NOIDA
864397061201591,OPPO A57 (4+64GB),Anuska mobile center 2 ! GREATER NOIDA
864397064268290,OPPO A57 (4+64GB),Balaji Traders/Greater Noida ! GREATER NOIDA
862498069782756,OPPO A17 (4+64GB),PRIYANKA MOBILE WORLD (HALDONI) ! GREATER NOIDA
866102052574099,OPPO A55 (4+128GB),Noor Communication ! GREATER NOIDA
866102052646012,OPPO A55 (4+128GB),AMBE SOFTWARE & HARDWARE REP CENTRE (DADRI) ! GREATER NOIDA
866102053168073,OPPO A55 (4+128GB),AMBE SOFTWARE & HARDWARE REP CENTRE (DADRI) ! GREATER NOIDA
867426065346230,OPPO Reno8 T 5G (8+128GB),Noble Mobile Shope ! GREATER NOIDA
862498066857916,OPPO A17 (4+64GB),KANIKA COMMUNICATION (HABIBPUR) ! GREATER NOIDA
863534060038472,OPPO F21s Pro (8+128GB),Noor Communication ! GREATER NOIDA
860150064881016,OPPO A17K (3+64GB),Anupam telecom ! GREATER NOIDA
864463068372916,OPPO A77s (8+128GB),NEW RADHEY ELECTRONICS & MOBILE CENTER ! GREATER NOIDA
862611063063334,OPPO A17 (4+64GB),S N COMMUNICATION (HALDONI) ! GREATER NOIDA
864397066235990,OPPO A57 (4+64GB),KGAD MOBIWORLD ! GREATER NOIDA
864397064455350,OPPO A57 (4+64GB),V.K Mobile Point (HALDONI) ! GREATER NOIDA
864397066069852,OPPO A57 (4+64GB),KGAD MOBIWORLD ! GREATER NOIDA
866194067397830,OPPO A78 5G (8+128GB),AMBE SOFTWARE & HARDWARE REP CENTRE (DADRI) ! GREATER NOIDA
867443063079176,OPPO A77 (4+128GB),Royal mobile house and electronics ! GREATER NOIDA
866102052414833,OPPO A55 (4+128GB),Noble Mobile Shope ! GREATER NOIDA
864397063957992,OPPO A57 (4+64GB),KASHISH COMMUNICATION ! GREATER NOIDA
867443061513416,OPPO A77 (4+128GB),KANIKA COMMUNICATION (HABIBPUR) ! GREATER NOIDA
866194067645733,OPPO A78 5G (8+128GB),KANIKA COMMUNICATION (HABIBPUR) ! GREATER NOIDA
862498068566036,OPPO A17 (4+64GB),Shyam Lal & Sons ! GREATER NOIDA
867443061552638,OPPO A77 (4+128GB),Shyam Lal & Sons ! GREATER NOIDA
862611062976874,OPPO A17 (4+64GB),Royal mobile house and electronics ! GREATER NOIDA
863461061090478,OPPO A77s (8+128GB),BRS ELECTRONICS (KASNA) ! GREATER NOIDA
860489068751456,OPPO F21s Pro (8+128GB),Balaji Traders/Greater Noida ! GREATER NOIDA
866194068264971,OPPO A78 5G (8+128GB),KRISHNA TELECOM (GN) ! GREATER NOIDA
866768069849698,OPPO A77 (4+128GB),Anuska mobile center 2 ! GREATER NOIDA
862498069340936,OPPO A17 (4+64GB),SHIV SHAKTI ELECTRONICS ! GREATER NOIDA
862611060397016,OPPO A17 (4+64GB),SANCHAR BHAWAN (GREATER NOIDA) ! GREATER NOIDA
866102050119251,OPPO A55 (4+128GB),Shyam Lal & Sons ! GREATER NOIDA
860150062794252,OPPO A17K (3+64GB),SHREE BALAJI MOBILE CENTER (KASNA) ! GREATER NOIDA
860150064123252,OPPO A17K (3+64GB),Anupam telecom ! GREATER NOIDA
863461060591294,OPPO A77s (8+128GB),SHRIB SAHIB JI MOBILE SOLUTION-2 ! GREATER NOIDA
867443062815653,OPPO A77 (4+128GB),Noble Mobile Shope ! GREATER NOIDA
860109068157039,OPPO A17K (3+64GB),Noble Mobile Shope ! GREATER NOIDA
866194068261399,OPPO A78 5G (8+128GB),Jai Ambey Communication ! GREATER NOIDA
866194068453715,OPPO A78 5G (8+128GB),Balaji Traders/Greater Noida ! GREATER NOIDA
867443062882851,OPPO A77 (4+128GB),SHRIB SAHIB JI MOBILE SOLUTION-2 ! GREATER NOIDA
866102052574719,OPPO A55 (4+128GB),Noor Communication ! GREATER NOIDA
866194067523237,OPPO A78 5G (8+128GB),V.K Mobile Point (HALDONI) ! GREATER NOIDA
866194067924237,OPPO A78 5G (8+128GB),S.M TRADER (KASNA) ! GREATER NOIDA
866194068453830,OPPO A78 5G (8+128GB),Royal mobile house and electronics ! GREATER NOIDA
867443063079010,OPPO A77 (4+128GB),Shyam Lal & Sons ! GREATER NOIDA
866102052575252,OPPO A55 (4+128GB),Jai Ambey Communication ! GREATER NOIDA
860150062862018,OPPO A17K (3+64GB),GOEL MOBILE & SAMARTH ELECTRONICS ! GREATER NOIDA
867443062888296,OPPO A77 (4+128GB),SANCHAR BHAWAN (GREATER NOIDA) ! GREATER NOIDA
862611063063375,OPPO A17 (4+64GB),S N COMMUNICATION (HALDONI) ! GREATER NOIDA
866102051981238,OPPO A55 (4+128GB),S N COMMUNICATION (HALDONI) ! GREATER NOIDA
866194066725312,OPPO A78 5G (8+128GB),Sanjay Communication(Sec-93) ! GREATER NOIDA
865399064981756,OPPO A16K & E (3+32GB),BALAJI MOBILE & ELECTRONICS (DADRI) ! GREATER NOIDA
866194067646111,OPPO A78 5G (8+128GB),Noble Mobile Shope ! GREATER NOIDA
862498069389396,OPPO A17 (4+64GB),Mobile World (noida) ! GREATER NOIDA
867443062888718,OPPO A77 (4+128GB),VISHAL MOBILE HOUSE ! GREATER NOIDA
862611062212593,OPPO A17 (4+64GB),S N COMMUNICATION (HALDONI) ! GREATER NOIDA
863461060579216,OPPO A77s (8+128GB),S N COMMUNICATION (HALDONI) ! GREATER NOIDA
862611060557270,OPPO A17 (4+64GB),KGAD MOBIWORLD ! GREATER NOIDA
860489061946517,OPPO F21s Pro (8+128GB),KANIKA COMMUNICATION (HABIBPUR) ! GREATER NOIDA
863581069667355,OPPO A57 (4+64GB),Dev Communication (AICHER) ! GREATER NOIDA
863581069836539,OPPO A57 (4+64GB),Anupam telecom ! GREATER NOIDA
864397061579798,OPPO A57 (4+64GB),V.K Mobile Point (HALDONI) ! GREATER NOIDA
860150060425875,OPPO A17K (3+64GB),KANIKA COMMUNICATION (HABIBPUR) ! GREATER NOIDA
864397064046118,OPPO A57 (4+64GB),SHREE BALAJI MOBILE CENTER (KASNA) ! GREATER NOIDA
864397064260917,OPPO A57 (4+64GB),Balaji Traders/Greater Noida ! GREATER NOIDA
862498068840134,OPPO A17 (4+64GB),Royal mobile house and electronics ! GREATER NOIDA
862498068842510,OPPO A17 (4+64GB),Noor Communication ! GREATER NOIDA
862498069391392,OPPO A17 (4+64GB),S N COMMUNICATION (HALDONI) ! GREATER NOIDA
860150062862596,OPPO A17K (3+64GB),Royal mobile house and electronics ! GREATER NOIDA
860150062629276,OPPO A17K (3+64GB),KANIKA COMMUNICATION (HABIBPUR) ! GREATER NOIDA
863461060298197,OPPO A77s (8+128GB),NEW RADHEY ELECTRONICS & MOBILE CENTER ! GREATER NOIDA
862611063947759,OPPO A17 (4+64GB),SANCHAR BHAWAN (GREATER NOIDA) ! GREATER NOIDA
862611064304158,OPPO A17 (4+64GB),Anuska mobile center 2 ! GREATER NOIDA
860150066044316,OPPO A17K (3+64GB),Hardika Enterprises Private Limited
866194068268253,OPPO A78 5G (8+128GB),Royal mobile house and electronics ! GREATER NOIDA
866102052827919,OPPO A55 (4+128GB),I Store ! GREATER NOIDA
862047067622918,OPPO A17 (4+64GB),V.K Mobile Point (HALDONI) ! GREATER NOIDA
862611063947718,OPPO A17 (4+64GB),Noble Mobile Shope ! GREATER NOIDA
862498069738790,OPPO A17 (4+64GB),Noor Communication ! GREATER NOIDA
862498069783259,OPPO A17 (4+64GB),Noor Communication ! GREATER NOIDA
867443062883016,OPPO A77 (4+128GB),KANIKA COMMUNICATION (HABIBPUR) ! GREATER NOIDA
862611061204732,OPPO A17 (4+64GB),Jai Ambey Communication ! GREATER NOIDA
864397064133593,OPPO A57 (4+64GB),Royal mobile house and electronics ! GREATER NOIDA
862498069392598,OPPO A17 (4+64GB),S N COMMUNICATION (HALDONI) ! GREATER NOIDA
866194065827390,OPPO A78 5G (8+128GB),Noor Communication ! GREATER NOIDA
862498069379579,OPPO A17 (4+64GB),Jai Ambey Communication ! GREATER NOIDA
867443062818053,OPPO A77 (4+128GB),Shyam Lal & Sons ! GREATER NOIDA
863534060065830,OPPO F21s Pro (8+128GB),Noor Communication ! GREATER NOIDA
864397061816018,OPPO A57 (4+64GB),YASH SANCHAR WORLD ! GREATER NOIDA
863461060554896,OPPO A77s (8+128GB),S N COMMUNICATION (HALDONI) ! GREATER NOIDA
867426065622614,OPPO Reno8 T 5G (8+128GB),BALAJI MOBILE & ELECTRONICS (DADRI) ! GREATER NOIDA
866102052645774,OPPO A55 (4+128GB),JAGDAMBA MOBILE HUB (JAGAT FARM) ! GREATER NOIDA
862611063946090,OPPO A17 (4+64GB),I Store ! GREATER NOIDA
866102052243075,OPPO A55 (4+128GB),KASHISH COMMUNICATION ! GREATER NOIDA
866194067229470,OPPO A78 5G (8+128GB),Noor Communication ! GREATER NOIDA
864397063886753,OPPO A57 (4+64GB),SANCHAR BHAWAN (GREATER NOIDA) ! GREATER NOIDA
867443062888437,OPPO A77 (4+128GB),KANIKA COMMUNICATION (HABIBPUR) ! GREATER NOIDA
863461060347614,OPPO A77s (8+128GB),Noor Communication ! GREATER NOIDA
860150062863511,OPPO A17K (3+64GB),Noor Communication ! GREATER NOIDA
866102052318570,OPPO A55 (4+128GB),Jai Ambey Communication ! GREATER NOIDA
867426065515016,OPPO Reno8 T 5G (8+128GB),KANIKA COMMUNICATION (HABIBPUR) ! GREATER NOIDA
867443062256478,OPPO A77 (4+128GB),V.K Mobile Point (HALDONI) ! GREATER NOIDA
862611060882835,OPPO A17 (4+64GB),BALAJI MOBILE & ELECTRONICS (DADRI) ! GREATER NOIDA
866102052584577,OPPO A55 (4+128GB),I Store ! GREATER NOIDA
864397065989936,OPPO A57 (4+64GB),Noor Communication ! GREATER NOIDA
866194068451552,OPPO A78 5G (8+128GB),Shyam Lal & Sons ! GREATER NOIDA
866194067004113,OPPO A78 5G (8+128GB),Anuska mobile center 2 ! GREATER NOIDA
867426064655052,OPPO Reno8 T 5G (8+128GB),Royal mobile house and electronics ! GREATER NOIDA
864397066069837,OPPO A57 (4+64GB),KRISHNA TELECOM (GN) ! GREATER NOIDA
862611061380458,OPPO A17 (4+64GB),S N COMMUNICATION (HALDONI) ! GREATER NOIDA
860109063784373,OPPO A17K (3+64GB),Anuska mobile center 2 ! GREATER NOIDA
860109066557750,OPPO A17K (3+64GB),Noor Communication ! GREATER NOIDA
864463067698576,OPPO A77s (8+128GB),KANIKA COMMUNICATION (HABIBPUR) ! GREATER NOIDA
860489068009210,OPPO F21s Pro (8+128GB),Shyam Lal & Sons ! GREATER NOIDA
860150061903375,OPPO A17K (3+64GB),PRIYANKA MOBILE WORLD (HALDONI) ! GREATER NOIDA
860109069515599,OPPO A17K (3+64GB),MATRIX NETWORK MOBILE STORE ! GREATER NOIDA
864397063974336,OPPO A57 (4+64GB),KANIKA COMMUNICATION (HABIBPUR) ! GREATER NOIDA
862498068220139,OPPO A17 (4+64GB),BALAJI MOBILE & ELECTRONICS (DADRI) ! GREATER NOIDA
864397064441418,OPPO A57 (4+64GB),Sanjay Communication(Sec-93) ! GREATER NOIDA
864397064270734,OPPO A57 (4+64GB),SANCHAR BHAWAN (GREATER NOIDA) ! GREATER NOIDA
862498069367111,OPPO A17 (4+64GB),KGAD MOBIWORLD ! GREATER NOIDA
864397064202315,OPPO A57 (4+64GB),Noor Communication ! GREATER NOIDA
864397065803392,OPPO A57 (4+64GB),S N COMMUNICATION (HALDONI) ! GREATER NOIDA
862611060883411,OPPO A17 (4+64GB),Royal mobile house and electronics ! GREATER NOIDA
862498069782038,OPPO A17 (4+64GB),Sanjay Communication(Sec-93) ! GREATER NOIDA
862498069782731,OPPO A17 (4+64GB),ISHU COMMUNICATION ! GREATER NOIDA
863534060037516,OPPO F21s Pro (8+128GB),TOMAR ELECTRONICS ! GREATER NOIDA
863534060066333,OPPO F21s Pro (8+128GB),Noor Communication ! GREATER NOIDA
864397066103370,OPPO A57 (4+64GB),BRS ELECTRONICS (KASNA) ! GREATER NOIDA
864397065481074,OPPO A57 (4+64GB),SANCHAR BHAWAN (GREATER NOIDA) ! GREATER NOIDA
864397065637618,OPPO A57 (4+64GB),SHREE BALAJI MOBILE CENTER (KASNA) ! GREATER NOIDA
864904061539936,OPPO F21s Pro 5G (8+128GB),S N COMMUNICATION (HALDONI) ! GREATER NOIDA
860150064710314,OPPO A17K (3+64GB),Anuska mobile center 2 ! GREATER NOIDA
864397065991031,OPPO A57 (4+64GB),SHREE BALAJI MOBILE CENTER (KASNA) ! GREATER NOIDA
862611061368776,OPPO A17 (4+64GB),SHREE BALAJI MOBILE CENTER (KASNA) ! GREATER NOIDA
862611061380755,OPPO A17 (4+64GB),S N COMMUNICATION (HALDONI) ! GREATER NOIDA
862611061382496,OPPO A17 (4+64GB),S N COMMUNICATION (HALDONI) ! GREATER NOIDA
864904061720676,OPPO F21s Pro 5G (8+128GB),Mobile World (noida) ! GREATER NOIDA
864397066445730,OPPO A57 (4+64GB),Noor Communication ! GREATER NOIDA
863534060306275,OPPO F21s Pro (8+128GB),KANIKA COMMUNICATION (HABIBPUR) ! GREATER NOIDA
862611063063177,OPPO A17 (4+64GB),OM COMMUNICATION ! GREATER NOIDA
862611063303813,OPPO A17 (4+64GB),S N COMMUNICATION (HALDONI) ! GREATER NOIDA
862611064301634,OPPO A17 (4+64GB),Royal mobile house and electronics ! GREATER NOIDA
862611064304133,OPPO A17 (4+64GB),SHIV SHAKTI ELECTRONICS ! GREATER NOIDA
860150066044431,OPPO A17K (3+64GB),V.K Mobile Point (HALDONI) ! GREATER NOIDA
860150066075757,OPPO A17K (3+64GB),S N COMMUNICATION (HALDONI) ! GREATER NOIDA
860150066075872,OPPO A17K (3+64GB),BRS ELECTRONICS (KASNA) ! GREATER NOIDA
864397066596110,OPPO A57 (4+64GB),NEW RADHEY ELECTRONICS & MOBILE CENTER ! GREATER NOIDA
862611061375839,OPPO A17 (4+64GB),Jai Ambey Communication ! GREATER NOIDA
862611064304174,OPPO A17 (4+64GB),KGAD MOBIWORLD ! GREATER NOIDA
867443061513515,OPPO A77 (4+128GB),SANCHAR BHAWAN (GREATER NOIDA) ! GREATER NOIDA
860109066592476,OPPO A17K (3+64GB),BRS ELECTRONICS (KASNA) ! GREATER NOIDA
864397064270650,OPPO A57 (4+64GB),Noor Communication ! GREATER NOIDA
864397065400058,OPPO A57 (4+64GB),Noor Communication ! GREATER NOIDA
867443061513473,OPPO A77 (4+128GB),Noor Communication ! GREATER NOIDA
866102051979554,OPPO A55 (4+128GB),Royal mobile house and electronics ! GREATER NOIDA
866102051981071,OPPO A55 (4+128GB),Sanjay Communication(Sec-93) ! GREATER NOIDA
866102051582655,OPPO A55 (4+128GB),AMAN MOBILE STORE ! GREATER NOIDA
867443063078095,OPPO A77 (4+128GB),S N COMMUNICATION (HALDONI) ! GREATER NOIDA
867443063085116,OPPO A77 (4+128GB),S N COMMUNICATION (HALDONI) ! GREATER NOIDA
867443062880715,OPPO A77 (4+128GB),S N COMMUNICATION (HALDONI) ! GREATER NOIDA
867443062882398,OPPO A77 (4+128GB),S N COMMUNICATION (HALDONI) ! GREATER NOIDA
867443062888031,OPPO A77 (4+128GB),KANIKA COMMUNICATION (HABIBPUR) ! GREATER NOIDA
866102052414536,OPPO A55 (4+128GB),Noor Communication ! GREATER NOIDA
866102052649693,OPPO A55 (4+128GB),Royal mobile house and electronics ! GREATER NOIDA
866102052827653,OPPO A55 (4+128GB),SHREE BALAJI MOBILE CENTER (KASNA) ! GREATER NOIDA
867426064402018,OPPO Reno8 T 5G (8+128GB),Noor Communication ! GREATER NOIDA
867426064402257,OPPO Reno8 T 5G (8+128GB),KANIKA COMMUNICATION (HABIBPUR) ! GREATER NOIDA
866194067924252,OPPO A78 5G (8+128GB),Noble Mobile Shope ! GREATER NOIDA
866102053168354,OPPO A55 (4+128GB),AMBE SOFTWARE & HARDWARE REP CENTRE (DADRI) ! GREATER NOIDA
867426065346214,OPPO Reno8 T 5G (8+128GB),S N COMMUNICATION (HALDONI) ! GREATER NOIDA
867426065644253,OPPO Reno8 T 5G (8+128GB),KGAD MOBIWORLD ! GREATER NOIDA
864397068152359,OPPO A57 (4+64GB),Noor Communication ! GREATER NOIDA
862498068837577,OPPO A17 (4+64GB),S N COMMUNICATION (HALDONI) ! GREATER NOIDA
866194069451890,OPPO A78 5G (8+128GB),V.K Mobile Point (HALDONI) ! GREATER NOIDA
866194069452575,OPPO A78 5G (8+128GB),Noor Communication ! GREATER NOIDA
867443063081495,OPPO A77 (4+128GB),V.K Mobile Point (HALDONI) ! GREATER NOIDA
864397065638376,OPPO A57 (4+64GB),Royal mobile house and electronics ! GREATER NOIDA
867443062949775,OPPO A77 (4+128GB),Noor Communication ! GREATER NOIDA
860489067912695,OPPO F21s Pro (8+128GB),KANIKA COMMUNICATION (HABIBPUR) ! GREATER NOIDA
862498067716855,OPPO A17 (4+64GB),STAR TELECOM CENTER(GEJHA) ! GREATER NOIDA
862611064298913,OPPO A17 (4+64GB),Noor Communication ! GREATER NOIDA
863581060888190,OPPO A57 (4+64GB),KANIKA COMMUNICATION (HABIBPUR) ! GREATER NOIDA
864463063431055,OPPO A77s (8+128GB),Royal mobile house and electronics ! GREATER NOIDA
860109062589252,OPPO A17K (3+64GB),KASHISH COMMUNICATION ! GREATER NOIDA
864463065918893,OPPO A77s (8+128GB),Anupam telecom ! GREATER NOIDA
860109066554872,OPPO A17K (3+64GB),VISHAL MOBILE HOUSE ! GREATER NOIDA
860489066754676,OPPO F21s Pro (8+128GB),BRS ELECTRONICS (KASNA) ! GREATER NOIDA
864397061805110,OPPO A57 (4+64GB),A TO Z MOBILE ! GREATER NOIDA
862498065353396,OPPO A17 (4+64GB),KANIKA COMMUNICATION (HABIBPUR) ! GREATER NOIDA
862498065537774,OPPO A17 (4+64GB),Anupam telecom ! GREATER NOIDA
862498067029390,OPPO A17 (4+64GB),KASHISH COMMUNICATION ! GREATER NOIDA
864397062913277,OPPO A57 (4+64GB),S N COMMUNICATION (HALDONI) ! GREATER NOIDA
862498066125777,OPPO A17 (4+64GB),VISHAL MOBILE HOUSE ! GREATER NOIDA
864397064881290,OPPO A57 (4+64GB),S N COMMUNICATION (HALDONI) ! GREATER NOIDA
864397064937639,OPPO A57 (4+64GB),MOBILE HOTSPOT ! GREATER NOIDA
860489069967333,OPPO F21s Pro (8+128GB),Shyam Lal & Sons ! GREATER NOIDA
866102051478714,OPPO A55 (4+128GB),Jai Ambey Communication ! GREATER NOIDA
862498068062655,OPPO A17 (4+64GB),Tanish Telecom(Surajpur) ! GREATER NOIDA
864904060191978,OPPO F21s Pro 5G (8+128GB),SHRIB SAHIB JI MOBILE SOLUTION-2 ! GREATER NOIDA
864904060197819,OPPO F21s Pro 5G (8+128GB),SHRIB SAHIB JI MOBILE SOLUTION-2 ! GREATER NOIDA
860150063670790,OPPO A17K (3+64GB),VISHAL MOBILE HOUSE ! GREATER NOIDA
862498068842890,OPPO A17 (4+64GB),Noor Communication ! GREATER NOIDA
862498069390311,OPPO A17 (4+64GB),OM COMMUNICATION ! GREATER NOIDA
866102051982418,OPPO A55 (4+128GB),NEW RADHEY ELECTRONICS & MOBILE CENTER ! GREATER NOIDA
863534060387192,OPPO F21s Pro (8+128GB),KASHISH COMMUNICATION ! GREATER NOIDA
866102051589494,OPPO A55 (4+128GB),S N COMMUNICATION (HALDONI) ! GREATER NOIDA
867443063069078,OPPO A77 (4+128GB),Jai Ambey Communication ! GREATER NOIDA
867443063077576,OPPO A77 (4+128GB),BRS ELECTRONICS (KASNA) ! GREATER NOIDA
867443063079275,OPPO A77 (4+128GB),Shyam Lal & Sons ! GREATER NOIDA
860150063644290,OPPO A17K (3+64GB),V.K Mobile Point (HALDONI) ! GREATER NOIDA
866102052243174,OPPO A55 (4+128GB),Royal mobile house and electronics ! GREATER NOIDA
860150062906633,OPPO A17K (3+64GB),Anupam telecom ! GREATER NOIDA
866102052414718,OPPO A55 (4+128GB),Noble Mobile Shope ! GREATER NOIDA
863461060292893,OPPO A77s (8+128GB),KASHISH COMMUNICATION ! GREATER NOIDA
862611061208477,OPPO A17 (4+64GB),KGAD MOBIWORLD ! GREATER NOIDA
864463068372759,OPPO A77s (8+128GB),S N COMMUNICATION (HALDONI) ! GREATER NOIDA
862611060428696,OPPO A17 (4+64GB),SHRIB SAHIB JI MOBILE SOLUTION-2 ! GREATER NOIDA
862611061930476,OPPO A17 (4+64GB),SHREE BALAJI COMMUNICATION (SURAJPUR) ! GREATER NOIDA
866102052575294,OPPO A55 (4+128GB),KANIKA COMMUNICATION (HABIBPUR) ! GREATER NOIDA
864397065224177,OPPO A57 (4+64GB),KGAD MOBIWORLD ! GREATER NOIDA
864397066058772,OPPO A57 (4+64GB),BALAJI MOBILE & ELECTRONICS (DADRI) ! GREATER NOIDA
867426064227415,OPPO Reno8 T 5G (8+128GB),SHREE BALAJI COMMUNICATION (SURAJPUR) ! GREATER NOIDA
864904061369276,OPPO F21s Pro 5G (8+128GB),BALAJI MOBILE & ELECTRONICS (DADRI) ! GREATER NOIDA
862611063948617,OPPO A17 (4+64GB),Noor Communication ! GREATER NOIDA
867426064654014,OPPO Reno8 T 5G (8+128GB),Shyam Lal & Sons ! GREATER NOIDA
866194067981757,OPPO A78 5G (8+128GB),I Store ! GREATER NOIDA
867443062950039,OPPO A77 (4+128GB),Shyam Lal & Sons ! GREATER NOIDA
867426065119355,OPPO Reno8 T 5G (8+128GB),Noor Communication ! GREATER NOIDA
866194069051658,OPPO A78 5G (8+128GB),KGAD MOBIWORLD ! GREATER NOIDA
867426065644675,OPPO Reno8 T 5G (8+128GB),Noble Mobile Shope ! GREATER NOIDA
860150066359656,OPPO A17K (3+64GB),Jai Ambey Communication ! GREATER NOIDA
866194069403479,OPPO A78 5G (8+128GB),NEW RADHEY ELECTRONICS & MOBILE CENTER ! GREATER NOIDA
866194069404154,OPPO A78 5G (8+128GB),Noor Communication ! GREATER NOIDA
864397062783118,OPPO A57 (4+64GB),Balaji Traders/Greater Noida ! GREATER NOIDA
867443062255058,OPPO A77 (4+128GB),V.K Mobile Point (HALDONI) ! GREATER NOIDA
867443062882935,OPPO A77 (4+128GB),S N COMMUNICATION (HALDONI) ! GREATER NOIDA
866102052586358,OPPO A55 (4+128GB),KANIKA COMMUNICATION (HABIBPUR) ! GREATER NOIDA
862611061372034,OPPO A17 (4+64GB),BRS ELECTRONICS (KASNA) ! GREATER NOIDA
862498068839334,OPPO A17 (4+64GB),S N COMMUNICATION (HALDONI) ! GREATER NOIDA
866102052645592,OPPO A55 (4+128GB),BALAJI MOBILE & ELECTRONICS (DADRI) ! GREATER NOIDA
866194069806036,OPPO A78 5G (8+128GB),Jai Ambey Communication ! GREATER NOIDA
864397061003153,OPPO A57 (4+64GB),JAGDAMBA MOBILE HUB (JAGAT FARM) ! GREATER NOIDA
863534060379330,OPPO F21s Pro (8+128GB),S N COMMUNICATION (HALDONI) ! GREATER NOIDA
866102051579891,OPPO A55 (4+128GB),Jai Ambey Communication ! GREATER NOIDA
862611064306294,OPPO A17 (4+64GB),KGAD MOBIWORLD ! GREATER NOIDA
862047068774155,OPPO A17 (4+64GB),MOBILE SHINGAR (DADRI) ! GREATER NOIDA
864397064266518,OPPO A57 (4+64GB),S N COMMUNICATION (HALDONI) ! GREATER NOIDA
860150062628914,OPPO A17K (3+64GB),OM COMMUNICATION ! GREATER NOIDA
860150064895859,OPPO A17K (3+64GB),Noble Mobile Shope ! GREATER NOIDA
862611064301832,OPPO A17 (4+64GB),Royal mobile house and electronics ! GREATER NOIDA
866194069453078,OPPO A78 5G (8+128GB),I Store ! GREATER NOIDA
864397063304757,OPPO A57 (4+64GB),SHRIB SAHIB JI MOBILE SOLUTION-2 ! GREATER NOIDA
862498069389339,OPPO A17 (4+64GB),I Store ! GREATER NOIDA
864397066298113,OPPO A57 (4+64GB),S N COMMUNICATION (HALDONI) ! GREATER NOIDA
862498066176770,OPPO A17 (4+64GB),KANIKA COMMUNICATION (HABIBPUR) ! GREATER NOIDA
864397066105599,OPPO A57 (4+64GB),BRS ELECTRONICS (KASNA) ! GREATER NOIDA
864397065636099,OPPO A57 (4+64GB),Mobile World (noida) ! GREATER NOIDA
